,filename,title,incident_start_time,incident_detected_time,incident_end_time,severity_level,summary,incident_duration,time_to_detect,time_to_resolve,services,service_impact_type,components,component_root_cause,impact,user_impact_type,root_cause,category_root_cause,symptom,symptom_type
161,2022-08-10_confd_all_hosts.wikitext,Puppet Patch Incident leading to Confd Installations,2022-08-10 10:32:00,2022-08-10 10:44:00,2022-08-10 13:31:00,Sev(2),"A Puppet patch was merged which inadvertently installed confd on numerous production hosts, causing provisioning failures and triggering an Icinga alert.",02:59:00,00:12:00,02:47:00,"Puppet,Icinga",Monitoring and Logging,"confd,cumin",Other,No external impact.,Other,"The Puppet provisioning for confd installations failed due to missing corresponding Icinga checks, which was caused by the accidental merge of a Puppet patch.",Configuration Errors,The issue was detected by an Icinga alert indicating widespread Puppet agent failures: '10:44 <icinga-wm> PROBLEM - Widespread puppet agent failures on alert1001 is CRITICAL: 0.1057 ge 0.01'.,Service Probes and Health Checks Failures
162,2021-12-03_mx.wikitext,Delayed Email Delivery Incident on 2021-12-03,2021-12-03 21:11:00,2021-12-02 10:24:02,2021-12-04 01:32:00,Sev(3),"For about 24 hours, a portion of outgoing email from wikimedia.org was delayed in delivery affecting staff Gmail and Znuny/OTRS/Phabricator notifications. No mail was lost; it was eventually delivered.",04:21:00,-11:13:02,39:07:58,"staff Gmail,OTRS,OTRS,Phabricator notifications",Other,"mail servers,Linux kernel,iptables conntrack module,monitoring alerts,iptables conntrack module",Other,A portion of outgoing email from wikimedia.org was delayed in delivery affecting staff Gmail and Znuny/OTRS/Phabricator notifications. No mail was lost; it was eventually delivered.,"Partial Service Outage, Elevated Response Times and Latencies","Due to a kernel bug in the iptables conntrack module, packets from our mail server towards Google mail servers started to be dropped, causing outgoing mail to become stuck in the outgoing queue.","Software Bugs, Network Failures",Icinga detected an increased mail queue size growing over the alerting threshold and notified IRC. Users also reported issues to ITS.,"Service Probes and Health Checks Failures, User Reported Problems"
163,2022-03-31_api_errors.wikitext,API Server Latency and Errors Due to Exhaustive DB Queries,2022-03-31 05:18:00,2022-03-31 05:18:00,2022-03-31 05:40:00,Sev(2),"A code change caused the CentralAuth GlobalUsersPager class to produce expensive DB queries, leading to resource exhaustion on s7 database replicas. The issue was resolved by manually killing the slow queries.",00:22:00,00:00:00,00:22:00,"API server,API server",API and Application Servers,"API Gateway,GlobalUsersPager class,CentralAuth,s7 database replicas,PHP-FPM workers","Load Balancers, Web Servers & Application Layers, Other, Databases, Web Servers & Application Layers","For 22 minutes, API server and app server availability were slightly decreased (~0.1% errors, all for s7-hosted wikis such as Spanish Wikipedia), and the latency of API servers was elevated.","Partial Service Outage, Elevated Response Times and Latencies, Increased Error Rates","After a code change, the GlobalUsersPager class in CentralAuth produced expensive DB queries that exhausted resources on s7 database replicas.","Database Issues, Software Bugs","Backpressure from the databases tied up PHP-FPM workers on the API servers, triggering a paging alert for worker saturation.","Database Errors, High CPU & Resource Utilization"
164,2020-06-11_sessionstore%2Bkubernetes.wikitext,Sessionstore Service Outage - Impact on MediaWiki Edits,2020-06-11 18:36:00,2020-06-11 18:41:00,2020-06-11 19:20:00,Sev(4),"The sessionstore service experienced an outage due to insufficient capacity to handle a sudden surge in requests to MediaWiki, affecting users' ability to submit edits while logged in.",00:44:00,00:05:00,00:39:00,"sessionstore,mediawiki,eventgate_analytics_cluster,eventgate_analytics_cluster,eventgate_main_cluster,mathoid_cluster,cxserver,restbase,echo store,wikifeeds,citoid","MediaWiki Core Services,Other,API and Application Servers,Other,API and Application Servers,Other,Other,API and Application Servers,Database and Data Analytics,API and Application Servers,API and Application Servers","kubernetes1001,kubernetes1001,kubernetes1001,kubernetes1001,Liotash,PyBal,helmfile,logstash,Prometheus,icinga,grafana,LVS,LVS,linux/systemd","Containers & Kubernetes, Containers & Kubernetes, Containers & Kubernetes, Containers & Kubernetes, Other, Load Balancers, Containers & Kubernetes, Monitoring & Telemetry, Monitoring & Telemetry, Monitoring & Telemetry, Load Balancers, Load Balancers, Other","Logged-in users were unable to edit, login, or logout of all wikis across all geographic regions. Readers were unaffected.",Complete Service Outage,Insufficient capacity in the sessionstore service to handle a sudden increase in requests.,"Capacity Overloads, Unexpected Traffic Surges","Automated monitoring detected the issue, with the first alert indicating reduced availability for several clusters and a paging alert for sessionstore.svc.eqiad.wmnet (LVS socket timeout).","Latency and Timeout Issues, Service Probes and Health Checks Failures"
165,2020-01-27_app_server_latency.wikitext,External Demand Impact on MW API Query and Recommendation API Service,2023-10-17 10:30:00,2023-10-17 10:35:00,2023-10-17 11:10:00,Sev(2),"External demand for an expensive MW API query caused slower response times for the MW API web servers, leading to timeouts. The Recommendation API service was partially unavailable for 35-40 minutes.",00:40:00,00:05:00,00:35:00,"Recommendation API service,MediaWiki API",API and Application Servers,"MW API web servers,RESTBase backend errors,MW API web servers","Web Servers & Application Layers, Caching Servers, Monitoring & Telemetry",Users experienced partial unavailability of the Recommendation API service for about 35-40 minutes.,"Partial Service Outage, API Failures",High external demand for an expensive MW API query caused overall slower responses from MW API web servers.,Unexpected Traffic Surges,The issue was first detected through high RESTBase backend errors and MediaWiki errors & timeouts alerts observed in Grafana and Logstash.,"Latency and Timeout Issues, Appserver Issues"
166,2022-03-01_ulsfo_network.wikitext,Network Connectivity Loss at San Francisco Datacenter,2022-03-01 22:35:25,2022-03-01 22:35:25,2022-03-01 22:55:00,Sev(2),"Multiple of our redundant network providers for the San Francisco datacenter simultaneously experienced connectivity loss. After 20 minutes, clients were rerouted to other datacenters.",00:19:35,00:00:00,00:19:35,"New Zealand client routing,New Zealand client routing,New Zealand client routing",Content Delivery Network (CDN) and Edge Cache,"Network providers,San Francisco datacenter,Network providers",Other,"For 20 minutes, clients normally routed to Ulsfo were unable to reach any of our projects. This includes New Zealand, parts of Canada, and the United States west coast.",Network Connectivity Problems,Multiple of our redundant network providers for the San Francisco datacenter simultaneously experienced connectivity loss.,Network Failures,"The issue was first detected when clients normally routed to Ulsfo were unable to reach any of our projects, which triggered alerts related to connectivity loss.","Network Connectivity Problems, Service Probes and Health Checks Failures"
167,2023-08-09_mw-on-k8s_outage_due_to_wrong_tls_cert.wikitext,Mediawiki Kubernetes Deployment Certificate Issue,2023-08-09 11:41:00,2023-08-09 11:46:00,2023-08-09 12:16:00,Sev(2),"A change to the global k8s defaults was merged that caused the next MediaWiki on Kubernetes deployment to pick up a wrong certificate for TLS termination, leading to an outage.",00:35:00,00:05:00,00:30:00,"Mediawiki web,Mediawiki web","MediaWiki Core Services, API and Application Servers","k8s,cert-manager,mw-api,mw-api","Containers & Kubernetes, Web Servers & Application Layers",For approximately 30 minutes 1% of traffic received errors (120 requests/s).,"Increased Error Rates, Partial Service Outage",A change to the global k8s defaults caused MediaWiki deployments to use a wrong certificate for TLS termination.,"Configuration Errors, TLS/SSL Issues",The issue was first detected by 'ProbeDown' alerts indicating that Service mw-api-ext:4447 and mw-api-int:4446 had failed probes.,Service Probes and Health Checks Failures
168,2021-09-26_appserver_latency.wikitext,Increased DB Load Resulting in Slower Responses and PHP-FPM Worker Limits Reached,2023-10-12 14:10:00,2023-10-12 14:15:00,2023-10-12 14:25:00,Sev(2),"Increased db load for enwiki (s1) resulted in slower responses, leading to php-fpm worker limits being reached, affecting requests for all wikis.",00:15:00,00:05:00,00:10:00,"all wikis,all wikis",Other,"db,php-fpm,backend appservers,CDN cache","Databases, Web Servers & Application Layers, Web Servers & Application Layers, Caching Servers","For about 15 minutes, backend appservers were slower or unable to respond for all wikis, mainly affecting logged-in users and most bot/API queries. Some page views from unregistered users were affected for pages that were recently edited or otherwise expired from the CDN cache.","Partial Service Outage, Elevated Response Times and Latencies, Increased Error Rates","Increased db load for enwiki (s1) led to slower responses, resulting in php-fpm worker limits being reached.","Database Issues, Capacity Overloads",The issue was first detected through errors stating 'upstream connect error or disconnect/reset before headers. reset reason: overflow'.,"Network Connectivity Problems, Service Probes and Health Checks Failures"
169,2021-10-22_eqiad_return_path_timeouts.wikitext,Eqiad Return Path Timeouts,2021-10-22 20:06:00,2021-10-22 20:09:00,2021-10-22 20:57:00,Sev(3),"For ~40 minutes (from 20:06 to 20:48 UTC), clients users who geographically reach us via Eqiad had trouble connecting and received timeout errors. Recovery included temporarily depooling Eqiad to route clients to a different datacenter and re-pooling after issue resolution.",00:51:00,00:03:00,00:48:00,"wikis,CDN,Phabricator,Gerrit","MediaWiki Core Services, Content Delivery Network (CDN) and Edge Cache, Other, Other","Eqiad datacenter,Network routing,IRC alerts,VictorOps pager",Other,"For ~40 minutes (from 20:06 to 20:48 UTC), clients users who geographically reach us via Eqiad had trouble connecting and received timeout errors. Based on traffic dashboards, we lost about 7K requests/second.","Partial Service Outage, Network Connectivity Problems","A return path issue after datacenter maintenance at Eqiad, compounded by concurrent networking maintenance, led to connectivity problems. Only partial alerts were received due to outbound path issues affecting our external alert vendor.","Network Failures, External Service Failures","Detected by Icinga reporting interfaces down and timeouts reported by users on Discord. IRC alerts indicated too high incoming rate of browser-reported Network Error Logging events, but VictorOps pager did not receive the alert due to outbound path issues.","Network Connectivity Problems, Latency and Timeout Issues, User Reported Problems"
170,2024-04-26_Search_unavailable_for_some_eqiad_users.wikitext,Search Platform Service Outage - Incomplete Search Results,2024-04-24 19:27:00,2024-04-25 03:13:00,2024-04-26 13:31:00,Sev(3),"During the outage window, users connected to the primary (eqiad) datacenter may have had incomplete search results, messages saying 'try your search again,' and/or a lack of autocomplete.",42:04:00,07:46:00,34:18:00,"Search Platform,Search Platform",Search and Indexing,"elastic1105,elastic1105,LVS load-balancers,mwmaint1002,eqiad Datacenter","Databases, Load Balancers, Web Servers & Application Layers, Other","Users connected to the primary (eqiad) datacenter experienced incomplete search results, error messages, and missing autocomplete functionality.","Partial Service Outage, Increased Error Rates","An omission in the VLAN configuration for newly provisioned racks in the eqiad datacenter. Specifically, the new VLANs assigned for the racks were not configured on the LVS load balancers, causing connectivity issues to new Elasticsearch hosts.",Configuration Errors,Humans reported an error via a Phabricator task (phab:T363516).,User Reported Problems
171,2020-02-07_mediawiki_API_down.wikitext,Incident with Bot Scraping zhwiki Causing API Unresponsiveness,2020-02-07 14:06:00,2020-02-07 14:06:40,2020-02-07 14:17:00,Sev(3),"A bot scraping zhwiki started making more expensive requests more aggressively, bypassing parser cache and using slow templates, causing significant issues.",00:11:00,00:00:40,00:10:20,"API,Application Servers",API and Application Servers,"Parsercache,Parsercache,Templates","Web Servers & Application Layers, Caching Servers",API became almost unresponsive for about 10 minutes. Application servers were unresponsive for another 10 minutes shortly after.,"Elevated Response Times and Latencies, API Failures","A bot making expensive requests bypassed parser cache and used slow templates, leading to high server load.","Capacity Overloads, Unexpected Traffic Surges","Detected by a series of critical alerts in Icinga: MediaWiki exceptions and fatals per minute, high average POST and GET latency, and Apache HTTP being critical.","Appserver Issues, Latency and Timeout Issues, Service Probes and Health Checks Failures"
172,2021-11-04_large_file_upload_timeouts.wikitext,Incident Report: MediaWiki Large File Upload Failure,2021-10-28 00:00:00,2021-10-28 00:00:00,2021-11-02 00:00:00,Sev(3),"For 9 months, editors were unable to upload large files on Wikimedia Commons due to timeouts caused by HTTP/2 usage in libcurl. Forcing HTTP/1 resolved the issue.",120:00:00,00:00:00,120:00:00,"MediaWiki,MediaWiki,MediaWiki","MediaWiki Core Services, Media Storage and File Handling","MediaWiki appservers,Swift,libcurl,Nginx","Web Servers & Application Layers, Caching Servers, Other, Web Servers & Application Layers","Editors were entirely unable to upload large files, leading to user frustration and a poorer experience as they gave up or reduced upload quality. Additional sysadmin time was required for manual server-side upload requests.",Partial Service Outage,"The libcurl upgrade enabled HTTP/2 by default, which is slower for large file uploads than HTTP/1.1 or HTTP/1.0. This caused timeouts when uploading files to Swift cross-datacenter.",Software Bugs,The issue was first detected due to database query errors on the MediaWiki side caused by timeouts in MediaWiki/Swift communication. Initial manual investigation confirmed the timeouts.,"Latency and Timeout Issues, Database Errors"
173,2020-02-07_wikidata.wikitext,Wikibase Client Configuration Incident,2020-02-07 14:38:00,2020-02-07 14:40:00,2020-02-07 14:45:00,Sev(3),"A configuration typo in Wikibase clients caused group 0 and 1 wikis to read from unmigrated rows, leading to missing data. Fixing the typo resulted in an inordinate load on servers and an outage.",00:07:00,00:02:00,00:05:00,Wikis,MediaWiki Core Services,"Wikibase Client,Wikibase Client,InitializeSettings.php,wb term store",Other,"Wikis were unavailable for users via eqiad for about 8 minutes, although cached pages accessed via other sites should have been available.","Complete Service Outage, Cache Issues","A typo in the configuration setting for Wikibase clients prevented it from being passed through from InitialiseSettings.php, causing the wrong data store to be read from.",Configuration Errors,"Icinga alerted immediately, starting with MediaWiki exceptions and fatals per minute. The icinga-wm bot flooded out of the IRC channel due to too many reports.","Service Probes and Health Checks Failures, User Reported Problems"
174,2020-03-19_parsercache.wikitext,Parsercache Database Overload Incident,2020-03-16 18:00:00,2020-03-16 18:43:14,2020-03-16 19:24:00,Sev(2),"Parsercache databases were overloaded due to a malfunctioning host, causing increased latency and connection spikes across the active hosts, impacting mwapps server performance.",01:24:00,00:43:14,00:40:46,"latency,mwapps","Monitoring and Logging, API and Application Servers","parsercache databases,mw app servers,pc1008,pc1008,pc1008,pc1008",Caching Servers,"Query latency increased, mw app servers' workers were saturated, and higher than usual response times were observed.",Elevated Response Times and Latencies,"A malfunctioning host (pc1008) caused connections to pile up, leading to increased latency and performance degradation in other active hosts due to parsercache's 'double write' behavior.",Hardware Failures,Icinga paged for pc1008 host performance degradation at 18:43:14 with a 'CRITICAL slave_sql_state could not connect' alert.,"Database Errors, Network Connectivity Problems"
175,2022-09-08_codfw_appservers_degradation.wikitext,Nginx Server Restart Causing Etcdmirror Outage,2022-09-08 15:18:18,2022-09-08 15:18:18,2022-09-08 15:51:18,Sev(3),"An Nginx server restart triggered an etcdmirror outage that affected end-users during a MediaWiki deployment, causing various servers in Codfw to be in a degraded state.",00:33:00,00:00:00,00:33:00,"appserver,appserver,parsoid,php-fpm",API and Application Servers,"Others,nginx,scap,pybal,poolcounter","Containers & Kubernetes, Web Servers & Application Layers, Code Deployment & Version Control, Load Balancers, Caching Servers","For 2 minutes, appserver and api_appserver in Codfw were in a degraded state. For 16 minutes, parsoid in Codfw was in a degraded state.","Partial Service Outage, Elevated Response Times and Latencies","An Nginx server restart caused etcdmirror to crash, leading to php-fpm being unable to contact its configuration server, which in turn failed to restart during the MediaWiki deployment. This caused the affected servers to be depooled.",Configuration Errors,"Errors were reported during scap sync-file by claime, and icinga-wm alerted that the etcdmirror-conftool-eqiad-wmnet service on conf2005 was in a CRITICAL state.","Appserver Issues, Service Probes and Health Checks Failures"
176,2022-08-16_Beta_Cluster_502.wikitext,Outage in Beta Cluster Affecting All Sites,2022-08-16 17:57:00,2022-08-16 17:57:00,2022-08-17 00:57:00,Sev(2),"An inadvertent restart of some WMCS cloudvirts and their associated VMs caused all sites within the Beta Cluster to fail to load, displaying 'Error: 502, Next Hop Connection Failed'. Restarting trafficserver resolved the issue.",07:00:00,00:00:00,07:00:00,"Beta Cluster,Selenium Test Jobs",Other,"Virtual Machines (VMs),Virtual Machines (VMs),Trafficserver,Apache Config,Puppet","Other, Other, Caching Servers, Web Servers & Application Layers, Code Deployment & Version Control","For 7 hours, all Beta Cluster sites were unavailable, affecting daily Selenium test jobs.",Complete Service Outage,"Inadvertent restart of some WMCS cloudvirts and their associated VMs, likely compounded by an Apache config/puppet failure.","Configuration Errors, Other","Detected by an uptime monitor (https://uptime.theresnotime.io/status/wmf-beta) that paged the responder, user reports, and CI errors from beta sync.","Service Probes and Health Checks Failures, User Reported Problems, Other"
177,2023-05-05_wdqs_not_updating_in_codfw.wikitext,Stale Data Issue in WDQS Due to RDF Streaming Updater Instability,2023-05-04 10:00:00,2023-05-05 19:08:00,2023-05-10 10:30:00,Sev(3),"The rdf-streaming-updater application in CODFW became unstable and stopped sending updates, resulting in stale data for users connecting through CODFW.",144:30:00,33:08:00,111:22:00,"WCQS,WCQS",Wikidata Query Service,"rdf-streaming-updater,taskmanager,k8s cluster,rocksdb,taskmanager","Databases, Containers & Kubernetes, Cluster Management",End users accessing WDQS from the CODFW region received stale results.,Cache Issues,"The streaming updater flink job stopped functioning in CODFW due to potential resource constraints, specifically caused by the issues mentioned in FLINK-22597 and improper RocksDB resource compaction.","Software Bugs, Capacity Overloads","The issue was first detected by Prometheus alerts for the WCQS cluster, which fired starting at 2023-05-04T1030. WDQS cluster alerts started a bit later at 2023-05-05T1908, with alert subjects including 'RdfStreamingUpdaterFlinkJobUnstable' and 'RdfStreamingUpdaterHighConsumerUpdateLag'.",Service Probes and Health Checks Failures
178,2022-04-06_esams_network.wikitext,Wikis Slow or Unreachable Due to AMS-IX Outage,2023-01-15 08:20:00,,2023-01-15 08:50:00,Sev(2),"For 30 minutes, wikis were slow or unreachable for a portion of clients to the Esams data center due to an issue at the Amsterdam Internet Exchange.",00:30:00,00:00:00,00:00:00,wikis,MediaWiki Core Services,"Esams data center,Esams data center",Networking Equipment,"Users in Europe, Middle-East, and Africa experienced slow or unreachable wikis while accessing the Esams data center.","Partial Service Outage, Network Connectivity Problems",An issue at the Amsterdam Internet Exchange (AMS-IX).,"Network Failures, External Service Failures",Users reported slowness or inability to reach wikis for a duration of 30 minutes.,"Latency and Timeout Issues, User Reported Problems"
179,2023-02-22_read_only.wikitext,Editing Disabled Site-Wide Due to Read-Only Mode Activation,2023-02-22 11:03:25,2023-02-22 11:39:00,2023-02-22 12:18:48,Sev(3),"During a live switchover test, an existing logical bug set the secondary datacenter into read-only mode which led to an editing outage for users in codfw and mobile users. An attempt to fix it caused all datacenters to be set in read-only mode, leading to a major editing outage.",01:15:23,00:35:35,00:39:48,"MediaWiki,MediaWiki",MediaWiki Core Services,"datacenter,datacenter",Other,"For approximately 2 minutes, editing was disabled site-wide. For approximately 54 minutes, editing failed for some users in the codfw datacenter (around 1-2% of all edits).","Complete Service Outage, Partial Service Outage","A logical bug in the switchover test script unexpectedly set the secondary datacenter to read-only mode, and subsequent manual attempts to fix the bug used incorrect data types causing all datacenters to enter read-only mode.","Software Bugs, Configuration Errors",The issue was first detected through user reports on #wikimedia-tech channel and a MediaWikiHighErrorRate alert when the full read-only mode issue occurred.,"User Reported Problems, Service Probes and Health Checks Failures"
180,2023-01-14_asw-b2-codfw_failure.wikitext,Switch Failure and Reduced Redundancy (codfw),2023-01-14 08:18:00,2023-01-14 08:19:00,2023-01-14 10:38:00,Sev(2),"A switch (asw-b2-codfw) failure led to a failover to another switch, causing all systems in B2 to go offline. The incident was detected by automated monitoring and responded to by volunteers and SREs.",02:20:00,00:01:00,02:19:00,"swift,thanos,mediawiki,PyBal","Media Storage and File Handling, Monitoring and Logging, MediaWiki Core Services, Caching and Proxy Services","asw-b-codfw,asw-b-codfw,lvs2008,ms-fe-2010,thanos-fe2001,ms-be2046,cp2031,elastic2041,kafka-logging2002,mc2043,thanos-fe2001,elastic2041,cp2031,elastic2041,elastic2041,elastic2041,elastic2041,mc2043,ms-be2046,ml-cache2002,elastic2041,cr1-codfw,cr1-codfw","Networking Equipment, Load Balancers, Web Servers & Application Layers, Caching Servers, Monitoring & Telemetry, Caching Servers, Databases",No user-facing impact; reduced redundancy (and inability to make some changes).,Other,"Switch asw-b2-codfw failed; asw-b-codfw master failed over to b7, leaving all systems in B2 offline.","Hardware Failures, Network Failures",Automated monitoring detected the outage with multiple hosts showing 100% packet loss. Initial DOWN alerts were triggered before the switch failure was detected by monitoring systems.,"Network Connectivity Problems, Service Probes and Health Checks Failures"
181,2019-08-23_network_codfw.wikitext,Provider Outage on Primary Transport Link Between eqiad and codfw,2019-08-23 21:20:00,2019-08-23 21:20:00,2019-08-23 21:55:00,Sev(3),"A provider outage on the primary transport link between eqiad and codfw caused constant flapping, leading to routing re-convergence churn and packet loss, resulting in elevated 5xx errors from Varnish across multiple sites.",00:35:00,00:00:00,00:35:00,"Monitoring,Varnish","Monitoring and Logging, Caching and Proxy Services","Monitoring,Monitoring,Network Components,Network Components","Monitoring & Telemetry, Monitoring & Telemetry, Networking Equipment, Networking Equipment","Surfaced a bit more than 52,000 5xx responses. Many Varnish requests returned 'No backend', and Icinga checks were flapping 'TTL exceeded' and 'No route to host'.","Partial Service Outage, Increased Error Rates, Cache Issues, Network Connectivity Problems","Provider outage on the primary transport link between eqiad and codfw, leading to constant flapping of the link.","Network Failures, External Service Failures",Monitoring reported the issue via SmokePing and Icinga. Icinga displayed host checks flapping between 'TTL exceeded' and 'No route to host'.,Network Connectivity Problems
182,2022-06-12_appserver_latency.wikitext,Incident Report: T310431 Backend Slowness and Unresponsiveness,2022-06-12 08:14:00,2022-06-12 08:14:00,2022-06-12 08:44:00,Sev(2),"For about 30 minutes on June 12, 2022, backends were intermittently slow or partially unresponsive, affecting a portion of logged-in clients and uncached page views.",00:30:00,00:00:00,00:30:00,"Backend Services,Logged-in Client Services,Uncached Page Views",Other,Backend Systems,Other,Intermittent slowness and partial unresponsiveness of backend services affected a portion of logged-in clients and uncached page views for about 30 minutes.,"Partial Service Outage, Elevated Response Times and Latencies, Cache Issues",Detailed root cause analysis is not provided in the given incident report.,Other,Intermittent slowness and partial unresponsiveness of backend services were noticed. Specific alert details are not provided in the given incident report.,"Latency and Timeout Issues, High CPU & Resource Utilization"
183,2022-07-20_network_interruption.wikitext,Network Partition and Service Outage Incident,2022-07-20 03:16:00,2022-07-20 03:16:00,2022-07-20 03:25:00,Sev(2),"A network partition incident occurred when the top-of-rack switch asw2-c-eqiad virtual chassis lost connectivity to FPC5, causing multiple service disruptions and increased error rates.",00:09:00,00:00:00,00:09:00,"varnish-frontend,appservers,Phabricator,Kubernetes API","Caching and Proxy Services, API and Application Servers, Other, Cloud Services and Virtual Private Servers (VPS)","asw2-c-eqiad virtual chassis,FPC5,HAProxy,dbproxy1018,dbproxy1018,dbproxy1018,dbproxy1018,dbproxy1018,kube-apiserver","Networking Equipment, Networking Equipment, Load Balancers, Web Proxies, Web Proxies, Web Proxies, Web Proxies, Web Proxies, Cluster Management","The network partition caused 970,000 external requests to fail, 1.2 million app server requests to fail, a spike in CDN HTTP 5xx errors, Phabricator unavailability for 32 minutes, and partial unavailability of the Kubernetes API for 52 minutes.","Partial Service Outage, Increased Error Rates, Network Connectivity Problems, API Failures","The top-of-rack switch asw2-c-eqiad virtual chassis lost connectivity to FPC5 due to incorrect cabling, leading to network partition and host failures in rack C5.",Network Failures,"The issue was detected through a burst of both paging and non-paging alerts, including Icinga reporting hosts down, BGP status alerts, application-level errors, and MariaDB replica alerts. A user also reported access issues via IRC.","Network Connectivity Problems, Database Errors, User Reported Problems"
184,2021-04-27_Commons_wiki_primary_db.wikitext,Wikimedia Commons Database Contention Incident,2021-04-27 10:29:00,2021-04-27 10:33:00,2021-04-27 11:45:00,Sev(2),"From 10:28 to 11:43, Wikimedia Commons was unavailable and/or slow. Additionally, from 10:41 to 11:10, Commons was in unscheduled read-only mode due to InnoDB contention for read and write queries on the primary s4 database.",01:16:00,00:04:00,01:12:00,"Wikimedia Commons,Wikimedia Commons,Wikimedia Commons",Media Storage and File Handling,"Primary s4 Database,Primary s4 Database,GlobalUsage Extension","Databases, Other","Users were unable to create new accounts, upload files, or edit pages on Wikimedia Commons. Additionally, high latency was experienced across the MediaWiki API.","Partial Service Outage, Elevated Response Times and Latencies","The high contention on InnoDB indexes caused by long-running queries from the GlobalUsage extension was identified, but it is ambiguous whether it was the primary cause or a consequence of another underlying issue.",Database Issues,"The issue was first detected by alerts relating to MySQL replication on s4, including a critical alert about the MariaDB Replica IO and threadpool blockage warnings in the database error log.",Database Errors
185,2021-11-05_TOC_language_converter.wikitext,Table of Contents Language Conversion Incident - November 2021,2021-11-05 20:01:00,2021-11-05 17:56:00,2021-11-06 01:43:00,Sev(3),The Table of Contents (ToC) on multiple language variant wikis displayed inconsistently or disappeared entirely due to train rollback and parser cache issues.,05:42:00,21:55:00,07:47:00,"Wikis (including Chinese Wikipedia,Wikis (including Chinese Wikipedia,Wikis (including Chinese Wikipedia",MediaWiki Core Services,"Contributor,Content,Contributor,Contributor",Other,"For 6 hours, wikis had blank or missing ToCs. For up to 3 days prior, language variant wikis (like Chinese Wikipedia) displayed ToCs in incorrect or inconsistent language variants, making them unreadable for some users.","Partial Service Outage, Data Corruption or Loss","Incorrect handling of Table of Contents by LanguageConverter in parser cache contents across different MediaWiki versions, exacerbated by train rollback.",Software Bugs,The issue was first detected by users of Chinese Wikipedia observing incorrect language conversion in the ToC. There was no automated monitoring.,User Reported Problems
186,2021-06-15_Eqsin_network.wikitext,Connectivity Issues and Recovery at Eqsin Cluster in Singapore,2021-06-15 09:23:00,2021-06-15 09:23:00,2021-06-15 19:00:00,Sev(2),"At 09:23 UTC, alerts indicated connectivity issues to the Eqsin cluster in Singapore, which were resolved by depooling the cluster and redirecting the traffic to other data centers. The issue was fully resolved by 19:00 UTC.",09:37:00,00:00:00,09:37:00,wikis,Other,"Eqsin cluster,Eqsin cluster,Esams,DNS",Other,"For about 35 minutes from 09:20 to 09:45 UTC, the wikis were largely unreachable from countries normally served by the Singapore DC (including India, Hong Kong, and Japan).","Partial Service Outage, Network Connectivity Problems","Connectivity issues to the Eqsin cluster in Singapore, specifics of which were not detailed in the report.",Network Failures,Connectivity issues were first detected as alerts at 09:23 UTC.,Network Connectivity Problems
187,2023-09-29_CloudVPS_vms_losing_network_connectivity.wikitext,Incident Report for Package Cleanup Affecting CloudVPS Services,2023-09-28 11:07:00,2023-09-29 07:06:00,2023-09-29 11:46:00,Sev(3),"A package cleanup caused bullseye VMs in the cloud realm to remove isc-dhcp-client, leading to network connectivity loss for CloudVPS hosted external services.",24:39:00,19:59:00,04:40:00,"cloud-vps,toolforge,toolforge,metricsinfra,metricsinfra","Cloud Services and Virtual Private Servers (VPS), Database and Data Analytics, Monitoring and Logging","VMs,isc-dhcp-client,nfs servers,proxies,monitoring and alerting systems",Other,"Any cloud-vps hosted external service was down (including Toolforge, PAWS, Quarry, and others). Some of the VMs became unreachable through SSH.","Complete Service Outage, Network Connectivity Problems",The removal of isc-dhcp-client packages during a cleanup caused VMs to lose network connectivity as their IP leases expired.,Configuration Errors,The issue was first detected by users reporting connectivity issues on IRC and Phabricator. Admins later noticed an alertmanager down.,"Network Connectivity Problems, User Reported Problems"
188,2021-11-25_eventgate-main_outage.wikitext,2021-11-25 eventgate-main outage,2021-11-25 07:32:00,2021-11-25 07:32:00,2021-11-25 07:35:00,Sev(2),"For about 3 minutes (from 7:32 to 7:35 UTC), eventgate-main was unavailable, resulting in 25,000 unrecoverable MediaWiki backend errors and about 1,000 user-facing web requests and API requests failing with an HTTP 500 error.",00:03:00,00:00:00,00:03:00,"MediaWiki,Eventgate","MediaWiki Core Services, API and Application Servers","backend,API requests,API requests,event intake processing",Other,"For about 3 minutes (from 7:32 to 7:35 UTC), eventgate-main was unavailable. This resulted in 25,000 unrecoverable MediaWiki backend errors due to inability to queue new jobs. About 1,000 user-facing web requests and API requests failed with an HTTP 500 error. Event intake processing rate measured by eventgate briefly dropped from ~3000/second to 0/second during the outage.","Complete Service Outage, Increased Error Rates, API Failures","During the Helm3 migration of the eqiad Kubernetes cluster, the service eventgate-main experienced an outage because it was falsely assumed to be served by the Codfw cluster but was still pooled in the Eqiad cluster. Thus, during the time of removing and re-creating the pods, no traffic could be served for this service.",Configuration Errors,"The issue was first detected through a drop in the event intake processing rate measured by eventgate from ~3000/second to 0/second during the outage. Additionally, MediaWiki backend errors and HTTP 500 errors for web and API requests were observed.","Appserver Issues, Database Errors, Latency and Timeout Issues, User Reported Problems"
